term,definition,source_glossary,math_area,scope,extraction_method,section,term_wikilink,is_stub,has_math,has_disambiguation,line_number,definition_wikilinks_count
invariant,An invariant of an object or a space is a property or number of the object or a space that remains unchanged under some transformations.,Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,False,False,False,125,1
map,"A synonym for a function between sets or a morphism in a category. Depending on authors, the term ""maps"" or the term ""functions"" may be reserved for specific kinds of functions or morphisms (e.g., function as an analytic term and map as a general term).",Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,False,False,False,130,2
mathematics,See mathematics.,Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,True,False,False,135,1
multivalued,"A ""multivalued function” from a set A to a set B is a function from A to the subsets of B. It has typically the property that, for almost all points x of B, there is a neighbourhood of x such that the restriction of the function to the neighbourhood can be considered as a set of functions from the neighbourhood to B.",Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,False,False,False,138,1
projection,"A projection is, roughly, a map from some space or object to another that omits some information on the object or space. For example, $\mathbb{R}^2 \to \mathbb{R}, (x, y) \mapsto x$ is a projection and its restriction to a graph of a function, say, is also a projection. The terms “idempotent operator” and “forgetful map” are also synonyms for a projection.",Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,False,True,False,144,3
structure,"A mathematical structure on an object is an additional set of objects or data attached to the object (e.g., relation, operation, metric, topology).",Glossary of mathematical jargon,cross-cutting,secondary,template,Miscellaneous,,False,False,False,150,1
algebraically compact,"algebraically compact module (also called pure injective module) is a module in which all systems of equations can be decided by finitary means. Alternatively, those modules which leave pure-exact sequence exact after applying Hom.",Glossary of module theory,algebra,primary,template,A,,False,False,False,11,2
annihilator,"The annihilator of a left $R$-module $M$ is the set $\textrm{Ann}(M) := \{ r \in R ~|~ rm = 0 \, \forall m \in M \}$ . It is a (two-sided) ideal of $R$.",Glossary of module theory,algebra,primary,template,A,,False,True,False,14,2
Artinian,An Artinian module is a module in which every decreasing chain of submodules becomes stationary after finitely many steps.,Glossary of module theory,algebra,primary,template,A,,False,False,False,18,1
associated prime,associated prime,Glossary of module theory,algebra,primary,template,A,,False,False,False,21,1
automorphism,An automorphism is an endomorphism that is also an isomorphism.,Glossary of module theory,algebra,primary,template,A,,False,False,False,24,2
Azumaya,Azumaya's theorem says that two decompositions into modules with local endomorphism rings are equivalent.,Glossary of module theory,algebra,primary,template,A,,False,False,False,27,1
balanced,balanced module,Glossary of module theory,algebra,primary,template,B,,False,False,False,35,1
basis,A basis of a module $M$ is a set of elements in $M$ such that every element in the module can be expressed as a finite sum of elements in the basis in a unique way.,Glossary of module theory,algebra,primary,template,B,,False,True,False,38,0
Beauville–Laszlo,Beauville–Laszlo theorem,Glossary of module theory,algebra,primary,template,B,,False,False,False,41,1
big,"""big"" usually means ""not-necessarily finitely generated"".",Glossary of module theory,algebra,primary,template,B,,False,False,False,44,0
bimodule,bimodule,Glossary of module theory,algebra,primary,template,B,,True,False,False,47,1
brick,"in the context of an algebra R over a field K, an R-module M is a brick if the endomorphism ring EndR(M) is isomorphic to K.",Glossary of module theory,algebra,primary,template,B,,False,False,False,50,0
canonical module,"canonical module (the term ""canonical"" comes from canonical divisor)",Glossary of module theory,algebra,primary,template,C,,False,False,False,58,2
category,The category of modules over a ring is the category where the objects are all the (say) left modules over the given ring and the morphisms module homomorphisms.,Glossary of module theory,algebra,primary,template,C,,False,False,False,61,1
character,character module,Glossary of module theory,algebra,primary,template,C,,False,False,False,64,1
chain complex,chain complex (frequently just complex),Glossary of module theory,algebra,primary,template,C,,False,False,False,67,1
closed submodule,A module is called a closed submodule if it does not contain any essential extension.,Glossary of module theory,algebra,primary,template,C,,False,False,False,70,2
Cohen–Macaulay,Cohen–Macaulay module,Glossary of module theory,algebra,primary,template,C,,False,False,False,73,1
coherent,A coherent module is a finitely generated module whose finitely generated submodules are finitely presented.,Glossary of module theory,algebra,primary,template,C,,False,False,False,76,2
cokernel,The cokernel of a module homomorphism is the codomain quotiented by the image.,Glossary of module theory,algebra,primary,template,C,,False,False,False,79,1
compact,A compact module,Glossary of module theory,algebra,primary,template,C,,False,False,False,82,1
completely reducible,"Synonymous to ""semisimple module"".",Glossary of module theory,algebra,primary,template,C,,False,False,False,85,1
completion,completion of a module,Glossary of module theory,algebra,primary,template,C,,False,False,False,88,1
composition,Jordan Hölder composition series,Glossary of module theory,algebra,primary,template,C,,False,False,False,91,1
continuous,continuous module,Glossary of module theory,algebra,primary,template,C,,False,False,False,94,1
countably generated,A countably generated module is a module that admits a generating set whose cardinality is at most countable.,Glossary of module theory,algebra,primary,template,C,,False,False,False,97,1
cyclic,A module is called a cyclic module if it is generated by one element.,Glossary of module theory,algebra,primary,template,C,,False,False,False,100,1
D,A D-module is a module over a ring of differential operators.,Glossary of module theory,algebra,primary,template,D,,False,False,False,108,1
decomposition,A decomposition of a module is a way to express a module as a direct sum of submodules.,Glossary of module theory,algebra,primary,template,D,,False,False,False,111,1
dense,dense submodule,Glossary of module theory,algebra,primary,template,D,,False,False,False,114,0
determinant,The determinant of a finite free module over a commutative ring is the r-th exterior power of the module when r is the rank of the module.,Glossary of module theory,algebra,primary,template,D,,False,False,False,117,1
differential,A differential graded module or dg-module is a graded module with a differential.,Glossary of module theory,algebra,primary,template,D,,False,False,False,120,1
direct sum,A direct sum of modules is a module that is the direct sum of the underlying abelian group together with component-wise scalar multiplication.,Glossary of module theory,algebra,primary,template,D,,False,False,False,123,1
directing,"An indecomposable module M is directing if there is no cycle of module homomorphisms $f_0: M \to M_1, f_1: M_1 \to M_2, ..., f_{n-1}: M_{n-1} \to M$ such that for all i, $f_i$ is neither zero nor an isomorphism.",Glossary of module theory,algebra,primary,template,D,,False,True,False,126,0
dual module,"The dual module of a module M over a commutative ring R is the module $\operatorname{Hom}_R(M, R)$.",Glossary of module theory,algebra,primary,template,D,,False,True,False,129,0
dualizing,dualizing module,Glossary of module theory,algebra,primary,template,D,,False,False,False,132,1
Drinfeld,A Drinfeld module is a module over a ring of functions on algebraic curve with coefficients from a finite field.,Glossary of module theory,algebra,primary,template,D,,False,False,False,135,1
Eilenberg–Mazur,Eilenberg–Mazur swindle,Glossary of module theory,algebra,primary,template,E,,False,False,False,143,1
elementary,elementary divisor,Glossary of module theory,algebra,primary,template,E,,False,False,False,146,1
endomorphism,An endomorphism is a module homomorphism from a module to itself.,Glossary of module theory,algebra,primary,template,E,,False,False,False,149,1
enough,enough injectives,Glossary of module theory,algebra,primary,template,E,,False,False,False,153,1
essential,"Given a module M, an essential submodule N of M is a submodule that every nonzero submodule of M intersects non-trivially.",Glossary of module theory,algebra,primary,template,E,,False,False,False,157,1
exact,exact sequence,Glossary of module theory,algebra,primary,template,E,,False,False,False,160,1
Ext functor,Ext functor,Glossary of module theory,algebra,primary,template,E,,False,False,False,163,1
extension,Extension of scalars uses a ring homomorphism from R to S to convert R-modules to S-modules.,Glossary of module theory,algebra,primary,template,E,,False,False,False,166,1
faithful,"A faithful module $M$ is one where the action of each nonzero $r \in R$ on $M$ is nontrivial (i.e. $rx \ne 0$ for some $x$ in $M$). Equivalently, $\textrm{Ann}(M)$ is the zero ideal.",Glossary of module theory,algebra,primary,template,F,,False,True,False,174,1
finite,"The term ""finite module"" is another name for a finitely generated module.",Glossary of module theory,algebra,primary,template,F,,False,False,False,177,2
finite length,A module of finite length is a module that admits a (finite) composition series.,Glossary of module theory,algebra,primary,template,F,,False,False,False,180,1
finite presentation,A finite free presentation of a module M is an exact sequence $F_1 \to F_0 \to M$ where $F_i$ are finitely generated free modules.,Glossary of module theory,algebra,primary,template,F,,False,True,False,183,1
finitely generated,"A module $M$ is finitely generated if there exist finitely many elements $x_1,...,x_n$ in $M$ such that every element of $M$ is a finite linear combination of those elements with coefficients from the scalar ring $R$.",Glossary of module theory,algebra,primary,template,F,,False,True,False,187,1
fitting,fitting ideal,Glossary of module theory,algebra,primary,template,F,,False,False,False,190,1
five,Five lemma,Glossary of module theory,algebra,primary,template,F,,False,False,False,194,1
flat,"A $R$-module $F$ is called a flat module if the tensor product functor $- \otimes_R F$ is exact.In particular, every projective module is flat.",Glossary of module theory,algebra,primary,template,F,,False,True,False,197,3
free,"A free module is a module that has a basis, or equivalently, one that is isomorphic to a direct sum of copies of the scalar ring $R$.",Glossary of module theory,algebra,primary,template,F,,False,True,False,200,1
Frobenius reciprocity,Frobenius reciprocity.,Glossary of module theory,algebra,primary,template,F,,False,False,False,203,1
Galois,A Galois module is a module over the group ring of a Galois group.,Glossary of module theory,algebra,primary,template,G,,False,False,False,211,1
generating set,"A subset of a module is called a generating set of the module if the submodule generated by the set (i.e., the smallest subset containing the set) is the entire module itself.",Glossary of module theory,algebra,primary,template,G,,False,False,False,214,1
global,global dimension,Glossary of module theory,algebra,primary,template,G,,False,False,False,217,1
graded,A module $M$ over a graded ring $A = \bigoplus_{n\in \mathbb N}A_n$ is a graded module if $M$ can be expressed as a direct sum $\bigoplus_{i\in \mathbb N}M_i$ and $A_i M_j \subseteq M_{i+j}$.,Glossary of module theory,algebra,primary,template,G,,False,True,False,220,1
Herbrand quotient,A Herbrand quotient of a module homomorphism is another term for index.,Glossary of module theory,algebra,primary,template,H,,False,False,False,228,1
Hilbert,Hilbert's syzygy theorem,Glossary of module theory,algebra,primary,template,H,,False,False,False,231,1
homological dimension,homological dimension,Glossary of module theory,algebra,primary,template,H,,False,False,False,236,1
homomorphism,"For two left $R$-modules $M_1, M_2$, a group homomorphism $\phi: M_1 \to M_2$ is called homomorphism of $R$-modules if $r \phi(m) = \phi (r m) \, \forall r \in R, m \in M_1$ .",Glossary of module theory,algebra,primary,template,H,,False,True,False,239,1
Hom,Hom functor,Glossary of module theory,algebra,primary,template,H,,False,False,False,243,1
idempotent,An idempotent is an endomorphism whose square is itself.,Glossary of module theory,algebra,primary,template,I,,False,False,False,251,1
indecomposable,An indecomposable module is a non-zero module that cannot be written as a direct sum of two non-zero submodules. Every simple module is indecomposable (but not conversely).,Glossary of module theory,algebra,primary,template,I,,False,False,False,254,1
index,"The index of an endomorphism $f : M \to M$ is the difference $\operatorname{length}(\operatorname{coker}(f)) - \operatorname{length}(\operatorname{ker}(f))$, when the cokernel and kernel of $f$ have finite length.",Glossary of module theory,algebra,primary,template,I,,False,True,False,257,1
injective,"A $R$-module $Q$ is called an injective module if given a $R$-module homomorphism $g: X \to Q$, and an injective $R$-module homomorphism $f: X \to Y$, there exists a $R$-module homomorphism $h : Y \to Q$ such that $f \circ h = g$. right|frame|The module Q is injective if the diagram commutes : The following conditions are equivalent: :* The contravariant functor $\textrm{Hom}_R( - , I)$ is exact. :* $I$ is a injective module. :* Every short exact sequence $0 \to I \to L \to L' \to 0$ is split.",Glossary of module theory,algebra,primary,template,I,,False,True,False,260,4
invariant,invariants,Glossary of module theory,algebra,primary,template,I,,False,False,False,272,1
invertible,An invertible module over a commutative ring is a rank-one finite projective module.,Glossary of module theory,algebra,primary,template,I,,False,False,False,275,1
irreducible module,Another name for a simple module.,Glossary of module theory,algebra,primary,template,I,,False,False,False,278,1
isomorphism,An isomorphism between modules is an invertible module homomorphism.,Glossary of module theory,algebra,primary,template,I,,False,False,False,281,1
Jacobson,Jacobson's density theorem,Glossary of module theory,algebra,primary,template,J,,False,False,False,289,1
Kähler differentials,Kähler differentials,Glossary of module theory,algebra,primary,template,K,,False,False,False,297,1
Kaplansky,Kaplansky's theorem on a projective module says that a projective module over a local ring is free.,Glossary of module theory,algebra,primary,template,K,,False,False,False,300,1
kernel,The kernel of a module homomorphism is the pre-image of the zero element.,Glossary of module theory,algebra,primary,template,K,,False,False,False,303,0
Koszul complex,Koszul complex,Glossary of module theory,algebra,primary,template,K,,False,False,False,306,1
Krull–Schmidt,The Krull–Schmidt theorem says that (1) a finite-length module admits an indecomposable decomposition and (2) any two indecomposable decompositions of it are equivalent.,Glossary of module theory,algebra,primary,template,K,,False,False,False,309,1
length,"The length of a module is the common length of any composition series of the module; the length is infinite if there is no composition series. Over a field, the length is more commonly known as the dimension.",Glossary of module theory,algebra,primary,template,L,,False,False,False,317,2
linear,A linear map is another term for a module homomorphism.,Glossary of module theory,algebra,primary,template,L,,False,False,False,320,1
localization,"Localization of a module converts R modules to S modules, where S is a localization of R.",Glossary of module theory,algebra,primary,template,L,,False,False,False,324,2
Matlis module,Matlis module,Glossary of module theory,algebra,primary,template,M,,False,False,False,332,1
Mitchell's embedding theorem,Mitchell's embedding theorem,Glossary of module theory,algebra,primary,template,M,,False,False,False,335,1
Mittag-Leffler,Mittag-Leffler condition (ML),Glossary of module theory,algebra,primary,template,M,,False,False,False,338,1
module,"A left module $M$ over the ring $R$ is an abelian group $(M, +)$ with an operation $R \times M \to M$ (called scalar multipliction) satisfies the following condition: :: $\forall r,s \in R, \forall m,n \in M$, :# $r (m + n) = rm + rn$ :# $r (s m) = (r s) m$ :# $1_R \, m = m$",Glossary of module theory,algebra,primary,template,M,,False,True,False,341,3
module spectrum,A module spectrum is a spectrum with an action of a ring spectrum.,Glossary of module theory,algebra,primary,template,M,,False,False,False,354,2
nilpotent,"A nilpotent endomorphism is an endomorphism, some power of which is zero.",Glossary of module theory,algebra,primary,template,N,,False,False,False,361,1
Noetherian,"A Noetherian module is a module such that every submodule is finitely generated. Equivalently, every increasing chain of submodules becomes stationary after finitely many steps.",Glossary of module theory,algebra,primary,template,N,,False,False,False,364,1
normal,normal forms for matrices,Glossary of module theory,algebra,primary,template,N,,False,False,False,367,0
perfect,perfect complex,Glossary of module theory,algebra,primary,template,P,,False,False,False,375,1
principal,A principal indecomposable module is a cyclic indecomposable projective module.,Glossary of module theory,algebra,primary,template,P,,False,False,False,379,1
primary,primary submodule,Glossary of module theory,algebra,primary,template,P,,False,False,False,382,1
projective,"right|frame|The characteristic property of projective modules is called lift (mathematics)|lifting.A $R$-module $P$ is called a projective module if given a $R$-module homomorphism $g: P \to M$, and a surjective $R$-module homomorphism $f: N \to M$, there exists a $R$-module homomorphism $h : P \to N$ such that $f \circ h = g$. : The following conditions are equivalent: :* The covariant functor $\textrm{Hom}_R(P, - )$ is exact. :* $M$ is a projective module. :* Every short exact sequence $0 \to L \to L' \to P \to 0$ is split. :* $M$ is a direct summand of free modules. : In particular, every free module is projective.",Glossary of module theory,algebra,primary,template,P,,False,True,False,385,4
pure submodule,pure submodule,Glossary of module theory,algebra,primary,template,P,,False,False,False,396,1
Quillen–Suslin theorem,The Quillen–Suslin theorem states that a finite projective module over a polynomial ring is free.,Glossary of module theory,algebra,primary,template,Q,,False,False,False,403,1
quotient,"Given a left $R$-module $M$ and a submodule $N$, the quotient group $M/N$ can be made to be a left $R$-module by $r(m+N) = rm + N $ for $r \in R, \, m \in M$. It is called a quotient module or factor module.",Glossary of module theory,algebra,primary,template,Q,,False,True,False,406,2
radical,"The radical of a module is the intersection of the maximal submodules. For Artinian modules, the smallest submodule with semisimple quotient.",Glossary of module theory,algebra,primary,template,R,,False,False,False,414,1
rational,rational canonical form,Glossary of module theory,algebra,primary,template,R,,False,False,False,417,1
reflexive,A reflexive module is a module that is isomorphic via the natural map to its second dual.,Glossary of module theory,algebra,primary,template,R,,False,False,False,420,1
resolution,resolution,Glossary of module theory,algebra,primary,template,R,,False,False,False,423,1
restriction,Restriction of scalars uses a ring homomorphism from R to S to convert S-modules to R-modules.,Glossary of module theory,algebra,primary,template,R,,False,False,False,426,1
Schanuel,Schanuel's lemma,Glossary of module theory,algebra,primary,template,S,,False,False,False,434,1
Schur,Schur's lemma says that the endomorphism ring of a simple module is a division ring.,Glossary of module theory,algebra,primary,template,S,,False,False,False,437,1
Shapiro,Shapiro's lemma,Glossary of module theory,algebra,primary,template,S,,False,False,False,440,1
sheaf of modules,sheaf of modules,Glossary of module theory,algebra,primary,template,S,,False,False,False,443,1
snake,snake lemma,Glossary of module theory,algebra,primary,template,S,,False,False,False,446,1
socle,The socle is the largest semisimple submodule.,Glossary of module theory,algebra,primary,template,S,,False,False,False,449,1
semisimple,A semisimple module is a direct sum of simple modules.,Glossary of module theory,algebra,primary,template,S,,False,False,False,452,1
simple,A simple module is a nonzero module whose only submodules are zero and itself.,Glossary of module theory,algebra,primary,template,S,,False,False,False,455,1
Smith,Smith normal form,Glossary of module theory,algebra,primary,template,S,,False,False,False,458,1
stably free,A stably free module,Glossary of module theory,algebra,primary,template,S,,False,False,False,461,1
structure theorem,The structure theorem for finitely generated modules over a principal ideal domain says that a finitely generated modules over PIDs are finite direct sums of primary cyclic modules.,Glossary of module theory,algebra,primary,template,S,,False,False,False,464,1
submodule,"Given a $R$-module $M$, an additive subgroup $N$ of $M$ is a submodule if $RN \subset N$.",Glossary of module theory,algebra,primary,template,S,,False,True,False,467,1
support,The support of a module over a commutative ring is the set of prime ideals at which the localizations of the module are nonzero.,Glossary of module theory,algebra,primary,template,S,,False,False,False,470,1
tensor,Tensor product of modules,Glossary of module theory,algebra,primary,template,T,,False,False,False,478,1
topological,A topological module,Glossary of module theory,algebra,primary,template,T,,False,False,False,481,1
Tor,Tor functor,Glossary of module theory,algebra,primary,template,T,,False,False,False,484,1
torsion-free,torsion-free module,Glossary of module theory,algebra,primary,template,T,,False,False,False,487,1
torsionless,torsionless module,Glossary of module theory,algebra,primary,template,T,,False,False,False,490,1
uniform,A uniform module is a module in which every two non-zero submodules have a non-zero intersection.,Glossary of module theory,algebra,primary,template,U,,False,False,False,498,1
weak,weak dimension,Glossary of module theory,algebra,primary,template,W,,False,False,False,506,1
zero,The zero module is a module consisting of only zero element.,Glossary of module theory,algebra,primary,template,Z,,False,False,False,515,1
abc conjecture,"The abc conjecture says that for all ε > 0, there are only finitely many coprime positive integers a, b, and c satisfying a+b=c such that the product of the distinct prime factors of abc raised to the power of 1+ε is less than c.",Glossary of number theory,number_theory,primary,template,A,,False,False,False,12,1
adele,Adele ring,Glossary of number theory,number_theory,primary,template,A,,False,False,False,15,1
algebraic number,"An algebraic number is a number that is the root of some non-zero polynomial in one variable with integer (or, equivalently, rational) coefficients.",Glossary of number theory,number_theory,primary,template,A,,False,False,False,18,1
algebraic number field,See number field.,Glossary of number theory,number_theory,primary,template,A,,True,False,False,21,0
algebraic number theory,Algebraic number theory,Glossary of number theory,number_theory,primary,template,A,,False,False,False,24,1
analytic number theory,Analytic number theory,Glossary of number theory,number_theory,primary,template,A,,False,False,False,27,1
Artin,The Artin conjecture says Artin's L function is entire (holomorphic on the entire complex plane).,Glossary of number theory,number_theory,primary,template,A,,False,False,False,30,2
automorphic form,An automorphic form is a certain holomorphic function.,Glossary of number theory,number_theory,primary,template,A,,False,False,False,33,1
Bézout's identity,"Bézout's identity, also called Bézout's lemma, states that if d is the greatest common divisor of two integers a and b, then there exists integers x and y such that ax + by = d, and in fact the integers of the form as + bt are exactly the multiples of d.",Glossary of number theory,number_theory,primary,template,B,,False,False,False,42,1
Brocard,Brocard's problem,Glossary of number theory,number_theory,primary,template,B,,False,False,False,45,1
Chinese remainder theorem,Chinese remainder theorem,Glossary of number theory,number_theory,primary,template,C,,False,False,False,53,1
class field,The class field theory concerns abelian extensions of number fields.,Glossary of number theory,number_theory,primary,template,C,,False,False,False,56,1
class number,The class number of a number field is the cardinality of the ideal class group of the field.,Glossary of number theory,number_theory,primary,template,C,,False,False,False,59,1
conductor,Conductor (class field theory),Glossary of number theory,number_theory,primary,template,C,,False,False,False,65,1
coprime,Two integers are coprime (also called relatively prime) if the only positive integer that divides them both is 1.,Glossary of number theory,number_theory,primary,template,C,,False,False,False,68,1
Dedekind,Dedekind zeta function.,Glossary of number theory,number_theory,primary,template,D,,False,False,False,77,1
Diophantine equation,Diophantine equation,Glossary of number theory,number_theory,primary,template,D,,False,False,False,80,1
Dirichlet,Dirichlet's theorem on arithmetic progressions,Glossary of number theory,number_theory,primary,template,D,,False,False,False,83,1
distribution,A distribution in number theory is a generalization/variant of a distribution in analysis.,Glossary of number theory,number_theory,primary,template,D,,False,False,False,88,1
divisor,A divisor or factor of an integer n is an integer m such that there exists an integer k satisfying n = mk. Divisors can be defined in exactly the same way for polynomials or for elements of a commutative ring.,Glossary of number theory,number_theory,primary,template,D,,False,False,False,91,1
Eisenstein,Eisenstein series,Glossary of number theory,number_theory,primary,template,E,,False,False,False,100,1
elliptic curve,Elliptic curve,Glossary of number theory,number_theory,primary,template,E,,False,False,False,103,1
Erdős,Erdős–Kac theorem,Glossary of number theory,number_theory,primary,template,E,,False,False,False,106,1
Euclid's lemma,"Euclid's lemma states that if a prime p divides the product of two integers ab, then p must divide at least one of a or b.",Glossary of number theory,number_theory,primary,template,E,,False,False,False,109,1
Euler's criterion,Let p is an odd prime and a is an integer not divisible by p. Euler's criterion provides a slick way to determine whether a is a quadratic residue mod p. It says that <math>a^{\tfrac{p-1}{2,Glossary of number theory,number_theory,primary,template,E,,False,True,False,112,1
Euler's theorem,"Euler's theorem states that if n and a are coprime positive integers, then aφ(n) is congruent to 1 mod n. Euler's theorem generalizes Fermat's little theorem.",Glossary of number theory,number_theory,primary,template,E,,False,False,False,116,1
Euler's totient function,"For a positive integer n, Euler's totient function of n, denoted φ(n), is the number of integers coprime to n between 1 and n inclusive. For example, φ(4) = 2 and φ(p) = p - 1 for any prime p.",Glossary of number theory,number_theory,primary,template,E,,False,False,False,119,1
factor,See the entry for divisor.,Glossary of number theory,number_theory,primary,template,F,,True,False,False,128,0
factorization,"Factorization is the process of splitting a mathematical object, often integers or polynomials, into a product of factors.",Glossary of number theory,number_theory,primary,template,F,,False,False,False,131,1
Fermat's Last Theorem,"Fermat's Last Theorem, one of the most famous and difficult to prove theorems in number theory, states that for any integer n > 2, the equation an + bn = cn has no positive integer solutions.",Glossary of number theory,number_theory,primary,template,F,,False,False,False,134,1
Fermat's little theorem,Fermat's little theorem,Glossary of number theory,number_theory,primary,template,F,,False,False,False,137,1
field extension,"A field extension L/K is a pair of fields K and L such that K is a subfield of L. Given a field extension L/K, the field L is a K-vector space.",Glossary of number theory,number_theory,primary,template,F,,False,False,False,140,1
fundamental theorem of arithmetic,The fundamental theorem of arithmetic states that every integer greater than 1 can be written uniquely (up to reordering) as a product of primes.,Glossary of number theory,number_theory,primary,template,F,,False,False,False,143,1
Galois,"A Galois extension is a finite field extension L/K such that one of the following equivalent conditions are satisfied: *L/K is a normal extension and a separable extension, *L is a splitting field of a separable polynomial with coefficients in K, *, that is, the number of automorphisms of the extension equals its degree. The automorphism group Aut(L/K) of a Galois extension is called its Galois group and it is denoted Gal(L/K).",Glossary of number theory,number_theory,primary,template,G,,False,False,False,152,7
global field,Global field,Glossary of number theory,number_theory,primary,template,G,,False,False,False,159,1
Goldbach's conjecture,Goldbach's conjecture is a conjecture that states that every even natural number greater than 2 is the sum of two primes.,Glossary of number theory,number_theory,primary,template,G,,False,False,False,162,1
greatest common divisor,The greatest common divisor of a finite list of integers is the largest positive number that is a divisor of every integer in the list.,Glossary of number theory,number_theory,primary,template,G,,False,False,False,165,1
Hasse,Hasse's theorem on elliptic curves.,Glossary of number theory,number_theory,primary,template,H,,False,False,False,173,1
Hecke,Hecke ring,Glossary of number theory,number_theory,primary,template,H,,False,False,False,176,1
ideal,The ideal class group of a number field is the group of fractional ideals in the ring of integers in the field modulo principal ideals. The cardinality of the group is called the class number of the number field. It measures the extent of the failure of unique factorization.,Glossary of number theory,number_theory,primary,template,I,,False,False,False,185,1
integer,"The integers are the numbers …, -3, -2, -1, 0, 1, 2, 3, ….",Glossary of number theory,number_theory,primary,template,I,,False,False,False,188,1
Iwasawa,Iwasawa theory,Glossary of number theory,number_theory,primary,template,I,,False,False,False,192,1
Langlands,Langlands program,Glossary of number theory,number_theory,primary,template,L,,False,False,False,201,1
least common multiple,The least common multiple of a finite list of integers is the smallest positive number that is a multiple of every integer in the list.,Glossary of number theory,number_theory,primary,template,L,,False,False,False,204,1
Legendre symbol,"Let p be an odd prime and let a be an integer. The Legendre symbol of a and p is :$\left(\frac{a}{p}\right) = \begin{cases} 1 & \text{if } a \text{ is a quadratic residue mod } p \text{ and } a \not\equiv 0\pmod p, \\ -1 & \text{if } a \text{ is not a quadratic residue mod } p \text{ and } a \not\equiv 0\pmod p, \\ 0 & \text{if } a \equiv 0 \pmod p. \end{cases}$ The Legendre symbol provides a convenient notational package for several results, including the law of quadratic reciprocity and Euler's criterion.",Glossary of number theory,number_theory,primary,template,L,,False,True,False,207,1
local,A local field in number theory is the completion of a number field at a finite place.,Glossary of number theory,number_theory,primary,template,L,,False,False,False,218,1
Mersenne prime,A Mersenne prime is a prime number one less than a power of 2.,Glossary of number theory,number_theory,primary,template,M,,False,False,False,228,1
modular form,Modular form,Glossary of number theory,number_theory,primary,template,M,,False,False,False,231,1
modularity theorem,The modularity theorem (which used to be called the Taniyama–Shimura conjecture),Glossary of number theory,number_theory,primary,template,M,,False,False,False,234,1
number field,"A number field, also called an algebraic number field, is a finite-degree field extension of the field of rational numbers.",Glossary of number theory,number_theory,primary,template,N,,False,False,False,243,1
non-abelian,The non-abelian class field theory is an extension of the class field theory (which is about abelian extensions of number fields) to non-abelian extensions; or at least the idea of such a theory. The non-abelian theory does not exist in a definitive form today.,Glossary of number theory,number_theory,primary,template,N,,False,False,False,246,1
Pell's equation,Pell's equation,Glossary of number theory,number_theory,primary,template,P,,False,False,False,255,1
period,period conjecture,Glossary of number theory,number_theory,primary,template,P,,False,False,False,258,1
place,A place is an equivalence class of non-Archimedean valuations (finite place) or absolute values (infinite place).,Glossary of number theory,number_theory,primary,template,P,,False,False,False,261,1
prime number,A prime number is a positive integer with no divisors other than itself and 1.,Glossary of number theory,number_theory,primary,template,P,,False,False,False,264,1
profinite,A profinite integer is an element in the profinite completion $\widehat{\mathbb Z}$ of $\mathbb{Z}$ along all integers.,Glossary of number theory,number_theory,primary,template,P,,False,True,False,268,1
Pythagorean triple,"A Pythagorean triple is three positive integers a, b, c such that a.",Glossary of number theory,number_theory,primary,template,P,,False,False,False,271,1
ramification,The ramification theory.,Glossary of number theory,number_theory,primary,template,R,,False,False,False,279,1
relatively prime,See coprime.,Glossary of number theory,number_theory,primary,template,R,,True,False,False,282,0
ring of integers,The ring of integers in a number field is the ring consisting of all algebraic numbers contained in the field.,Glossary of number theory,number_theory,primary,template,R,,False,False,False,285,2
quadratic reciprocity,"Let p and q be distinct odd prime numbers, and define the Legendre symbol as :$\left(\frac{q}{p}\right) =\begin{cases} 1 & \text{if } n^2 \equiv q \bmod p \text{ for some integer } n\\ -1 & \text{otherwise}. \end{cases}$ The law of quadratic reciprocity states that :<math> \left(\frac{p}{q}\right) \left(\frac{q}{p}\right) = (-1)^{\frac{p-1}{2}\frac{q-1}{2",Glossary of number theory,number_theory,primary,template,Q,,False,True,False,294,2
quadratic residue,"An integer q is called a quadratic residue mod n if it is congruent to a perfect square mod n, i.e., if there exists an integer x such that $x^2\equiv q \pmod{n}.$",Glossary of number theory,number_theory,primary,template,Q,,False,True,False,306,1
sieve of Eratosthenes,Sieve of Eratosthenes,Glossary of number theory,number_theory,primary,template,S,,False,False,False,315,1
square-free integer,A square-free integer is an integer that is not divisible by any square other than 1.,Glossary of number theory,number_theory,primary,template,S,,False,False,False,318,1
square number,"A square number is an integer that is the square of an integer. For example, 4 and 9 are squares, but 10 is not a square.",Glossary of number theory,number_theory,primary,template,S,,False,False,False,321,1
Szpiro,"Szpiro's conjecture is, in a modified form, equivalent to the abc conjecture.",Glossary of number theory,number_theory,primary,template,S,,False,False,False,324,1
Takagi,Takagi existence theorem is a theorem in class field theory.,Glossary of number theory,number_theory,primary,template,T,,False,False,False,333,1
totient function,See Euler's totient function.,Glossary of number theory,number_theory,primary,template,T,,True,False,False,336,0
